city,colors,shape,state,time
Dayton,,circle,PA,4/12/2012 21:00
Palm Springs,,oval,CA,4/12/2012 21:00
Seal Cove,ORANGE,sphere,ME,4/12/2012 21:00
James Island,,triangle,SC,4/12/2012 21:15
Coulee City,,light,WA,4/12/2012 21:20
Lynchburg,,sphere,TN,4/12/2012 21:20
Parma,,fireball,OH,4/12/2012 21:30
Torrington,,circle,CT,4/13/2012 17:09
Vista Point,RED,fireball,CA,4/13/2012 20:00
St. Amant,ORANGE,triangle,LA,4/13/2012 20:26
Bristol,RED ORANGE,sphere,CT,4/13/2012 20:30
Huntertown,RED,light,IN,4/13/2012 22:00
Auburn,,,WA,4/13/2012 22:05
Saint Petersburg,ORANGE,formation,FL,4/13/2012 23:30
Portland,,,OR,4/14/2012 1:47
Belcourt,,circle,ND,4/14/2012 6:00
Wyoming,,sphere,MI,4/14/2012 11:15
Lake Villa,BLUE,circle,IL,4/14/2012 19:00
McCaysville,BLUE,light,GA,4/14/2012 19:00
Hailemaile,,cone,HI,4/14/2012 19:30
Amarillo,,circle,TX,4/14/2012 20:00
Lake Havasu City,,oval,AZ,4/14/2012 21:15
Palm Springs,YELLOW,circle,CA,4/14/2012 21:15
Ben Lomond,RED ORANGE,fireball,CA,4/14/2012 21:30
Harlan,RED,triangle,KY,4/14/2012 21:50
Spokane Valley,RED,light,WA,4/14/2012 22:00
North Wilkesboro,RED,light,NC,4/14/2012 23:15
North Augusta,RED ORANGE,circle,SC,4/15/2012 1:20
Austin,,various,TX,4/15/2012 2:00
Merritt Island,,fireball,FL,4/15/2012 3:23
Bemidji,,other,MN,4/15/2012 10:00
Bohemia,,oval,NY,4/15/2012 14:00
West Valley City,,,UT,4/15/2012 19:00
johnson city,,triangle,TN,4/15/2012 20:00
Wichita,,light,KS,4/15/2012 20:45
Las Cruces,,other,NM,4/15/2012 22:00
Bradenton,,cross,FL,4/15/2012 22:30
Bethpage,RED,circle,NY,4/15/2012 23:30
Newark,,light,OH,4/16/2012 4:00
Spokane,,,WA,4/16/2012 4:00
Merced County,,other,CA,4/16/2012 7:00
Santa Nella,,rectangle,CA,4/16/2012 7:20
Dinosaur Point,,cigar,CA,4/16/2012 7:25
Pacheco Pass,,rectangle,CA,4/16/2012 7:48
Los Banos,BLUE,oval,CA,4/16/2012 8:00
Los Banos,,rectangle,CA,4/16/2012 8:00
Oakland,,disk,CA,4/16/2012 18:00
New Sharon,RED,circle,ME,4/16/2012 19:00
Old Town,ORANGE,light,ME,4/16/2012 20:34
Buckeye,,light,AZ,4/16/2012 20:53
Greenland,,flash,NH,4/16/2012 21:20
Natick,,triangle,MA,4/16/2012 21:30
Melbourne,,circle,FL,4/16/2012 22:04
Langhorne,,formation,PA,4/16/2012 22:30
Charlotte,GREEN BLUE,light,NC,4/16/2012 22:50
Albuquerque,BLUE,flash,NM,4/16/2012 23:00
Fall River,,other,MA,4/16/2012 23:00
Bethpage,BLUE,flash,NY,4/16/2012 23:33
Bemidji,,fireball,MN,4/17/2012 0:00
Los Banos,,rectangle,CA,4/17/2012 7:05
Palm Harbor,,cylinder,FL,4/17/2012 7:30
Keene,YELLOW,oval,NH,4/17/2012 20:06
Myrtle Beach,YELLOW,light,SC,4/17/2012 20:10
West Hollywood,,sphere,CA,4/17/2012 21:10
Cudjoe Key,RED,triangle,FL,4/17/2012 21:30
Des Allemands,,circle,LA,4/17/2012 21:30
Victoria,RED,rectangle,TX,4/17/2012 21:30
Grand Rapids,YELLOW,triangle,MI,4/17/2012 21:35
Albuquerque,,flash,NM,4/17/2012 22:00
Cambridge City,,light,IN,4/17/2012 22:00
Colorado Springs,,light,CO,4/17/2012 22:00
San Juan Capistrano,RED BLUE,light,CA,4/17/2012 22:23
Livingston,,light,TX,4/17/2012 22:24
Pompano Beach,,disk,FL,4/17/2012 22:50
Sherman Oaks,,diamond,CA,4/17/2012 22:50
Las Vegas,RED GREEN,various,NV,4/17/2012 23:00
las vegas,,circle,NV,4/17/2012 23:00
Buckhorn,,disk,NM,4/17/2012 23:30
Leo,YELLOW,sphere,IN,4/17/2012 23:50
Grand Bay,ORANGE,circle,AL,4/18/2012 9:00
Niagara Falls,YELLOW GREEN,circle,NY,4/18/2012 10:30
Dayton,,other,OH,4/18/2012 12:00
Escondido,,light,CA,4/18/2012 12:00
Atascadero,,cylinder,CA,4/18/2012 12:41
Virginia Beach,ORANGE GREEN,sphere,VA,4/18/2012 19:00
Bigelow,,light,AR,4/18/2012 20:00
El Centro,,cigar,CA,4/18/2012 20:25
Saugerties,,,NY,4/18/2012 20:30
Fordland,,light,MO,4/18/2012 20:55
El Centro,,formation,CA,4/18/2012 21:15
bloomfield,,triangle,CT,4/18/2012 22:15
Indian Ridge,,light,FL,4/18/2012 23:00
Monroe,,light,MI,4/18/2012 23:00
Harpswell,,sphere,ME,4/18/2012 23:30
Huntington,,light,IN,4/18/2012 23:30
Schulenburg,,other,TX,4/18/2012 23:42
Bermuda Dunes,,oval,CA,4/18/2012 23:45
Perkasie,,various,PA,4/19/2012 17:45
Sacramento,,triangle,CA,4/19/2012 18:25
Elyria,,light,OH,4/19/2012 19:00
Las Vegas,RED,light,NV,4/19/2012 19:45
Katy,,triangle,TX,4/19/2012 20:00
Whitehall,,rectangle,AR,4/19/2012 20:00
Scarborough,ORANGE,circle,ME,4/19/2012 20:42
Scarborough,ORANGE,light,ME,4/19/2012 20:42
Scarborough,ORANGE,light,ME,4/19/2012 20:42
Wilhoit,,,AZ,4/19/2012 21:15
Montreal,ORANGE,light,WI,4/19/2012 21:30
Ironwood,ORANGE,circle,MI,4/19/2012 21:33
Ironwood,,light,MI,4/19/2012 21:33
Austin,,chevron,TX,4/19/2012 22:40
Clinton,,light,UT,4/19/2012 23:37
Fargo,,triangle,ND,4/20/2012 0:43
Knoxville,,flash,TN,4/20/2012 5:00
Monroeville,,light,PA,4/20/2012 9:34
St. Peters,RED YELLOW,,MO,4/20/2012 13:30
Boston,,cylinder,MA,4/20/2012 17:00
Austin,,,TX,4/20/2012 20:40
Mason City,RED,light,IA,4/20/2012 20:45
Danbury,,,NH,4/20/2012 21:00
Shawnee,,circle,KS,4/20/2012 21:00
Lake Elsinore,,chevron,CA,4/20/2012 21:33
Caldwell,RED,light,ID,4/20/2012 21:37
Atkinson,,,IL,4/20/2012 21:55
Concord,,light,NC,4/20/2012 22:00
Jeffersonville,ORANGE,light,IN,4/20/2012 22:05
Atascosa,ORANGE YELLOW,light,TX,4/20/2012 23:00
Clinton,,light,UT,4/20/2012 23:00
longboat Key,ORANGE,other,FL,4/20/2012 23:00
Argyle,,oval,FL,4/20/2012 23:10
New Bern,,,NC,4/20/2012 23:21
Baldwinsville,,triangle,NY,4/20/2012 23:30
Littleton,,other,CO,4/21/2012 0:00
Wilmington,,light,NC,4/21/2012 0:00
Indio,,triangle,CA,4/21/2012 1:00
Salt Lake City,,sphere,UT,4/21/2012 5:23
St. George,RED,fireball,UT,4/21/2012 8:30
Seattle,,disk,WA,4/21/2012 12:40
colorado springs,,light,CO,4/21/2012 15:00
Bay Shore,,fireball,NY,4/21/2012 17:45
Surpise,BLUE,light,AZ,4/21/2012 19:45
Hemet,,sphere,CA,4/21/2012 20:00
Reedly,RED,sphere,CA,4/21/2012 20:30
Sparks,,oval,NV,4/21/2012 20:40
Lakewood,,light,CO,4/21/2012 21:00
Las Vegas,,circle,NV,4/21/2012 21:00
Santa Cruz,,oval,CA,4/21/2012 21:00
Joliet,,triangle,IL,4/21/2012 21:15
Arnold,,fireball,MO,4/21/2012 21:30
Bremerton,,triangle,WA,4/21/2012 22:00
Auburn,,circle,WA,4/21/2012 22:25
Olympia,,sphere,WA,4/21/2012 22:25
Paris,,,MI,4/21/2012 22:35
Portland,,light,OR,4/21/2012 22:35
North Bend,,circle,WA,4/21/2012 22:40
Rock Springs,,circle,WY,4/21/2012 23:05
Fort Worth,,chevron,TX,4/22/2012 0:15
Vancouver,RED,oval,WA,4/22/2012 1:00
Lewisville Tx,,formation,TX,4/22/2012 2:15
GA,BLUE,light,FL,4/22/2012 2:30
Shaver Lake,,fireball,CA,4/22/2012 7:30
Yakima,,fireball,WA,4/22/2012 11:08
Albuquerque,,rectangle,NM,4/22/2012 13:00
San Diego,YELLOW,light,CA,4/22/2012 18:00
Vancouver,,fireball,WA,4/22/2012 20:32
Royse City,RED,formation,TX,4/22/2012 20:45
Cedar Lake,,light,IN,4/22/2012 21:00
Kennesaw,ORANGE,circle,GA,4/22/2012 21:00
West Palm Beach,ORANGE,sphere,FL,4/22/2012 21:00
Carlisle,,sphere,PA,4/22/2012 21:30
Everett,,triangle,WA,4/22/2012 21:36
Mountain Home,,flash,ID,4/22/2012 22:00
Rapid City,,other,SD,4/22/2012 22:10
Marysville,,light,CA,4/22/2012 22:20
Juneau,,light,AK,4/23/2012 0:00
Decatur,,cigar,IL,4/23/2012 4:15
Maple Grove,,circle,MN,4/23/2012 9:30
Greer,RED,flash,SC,4/23/2012 11:43
Melbourne,,other,FL,4/23/2012 14:33
Windsor,,circle,IL,4/23/2012 20:30
Richardson,,triangle,TX,4/23/2012 21:00
St. Helena,,triangle,NC,4/23/2012 21:14
Yakima,,,WA,4/23/2012 21:33
New York City,,,NY,4/23/2012 21:46
Rio Rancho,RED,light,NM,4/23/2012 21:50
Marco Island,,cylinder,FL,4/23/2012 21:54
Hinesville,,light,GA,4/23/2012 22:00
Stockto,RED BLUE,light,CA,4/23/2012 22:03
Grindstone,BLUE,light,PA,4/23/2012 22:21
Cedar Park,,chevron,TX,4/23/2012 22:40
Rochester,,sphere,WA,4/24/2012 2:45
Noblesville,ORANGE,circle,IN,4/24/2012 5:20
Ada,,cigar,OK,4/24/2012 16:45
Gresham,,circle,OR,4/24/2012 17:00
Gulfport,,disk,MS,4/24/2012 20:55
Marshville,,circle,NC,4/24/2012 21:00
Cedar Rapids,,light,IA,4/24/2012 21:45
Beverly Hills,,other,FL,4/24/2012 22:00
Olathe,,other,KS,4/24/2012 22:00
Scottsdale,,sphere,AZ,4/24/2012 22:10
Highland Village,,other,TX,4/24/2012 22:30
Highland,BLUE,circle,UT,4/24/2012 22:55
Valley-Omaha,,fireball,NE,4/24/2012 23:00
Cave Spring,,other,GA,4/25/2012 5:45
Spring,,sphere,TX,4/25/2012 7:30
Watertown,,,SD,4/25/2012 9:30
Okeechobee,,light,FL,4/25/2012 12:00
Hephzibah,ORANGE,circle,GA,4/25/2012 21:15
Portal,ORANGE,fireball,GA,4/25/2012 21:45
Tylertown,,oval,MS,4/25/2012 22:15
Citrus Springs,RED BLUE,light,FL,4/25/2012 22:35
Sunderland-Arlington,,sphere,VT,4/25/2012 23:00
Circleville,,triangle,NY,4/25/2012 23:15
Bismarck,ORANGE,triangle,ND,4/25/2012 23:30
Big Pine Key,,chevron,FL,4/26/2012 0:00
New Palestine,,diamond,IN,4/26/2012 1:30
Topeka,,other,KS,4/26/2012 1:45
Upland,,oval,CA,4/26/2012 1:45
Yakima,,teardrop,WA,4/26/2012 3:00
Pella,,disk,IA,4/26/2012 7:35
Monroeville,YELLOW,circle,PA,4/26/2012 11:10
Collinsville,ORANGE,light,IL,4/26/2012 11:57
Otis AFB,,other,MA,4/26/2012 15:15
Mammoth,ORANGE,light,AZ,4/26/2012 20:28
St. Simons Island,,circle,GA,4/26/2012 20:55
Miami,,chevron,FL,4/26/2012 21:00
Simi Valley,,light,CA,4/26/2012 21:22
Symsonia,BLUE,light,KY,4/26/2012 21:30
Geneva,RED,triangle,FL,4/26/2012 21:35
Bremen,,oval,IN,4/26/2012 22:00
Harlingen,,oval,TX,4/26/2012 22:00
Littleton,RED,light,CO,4/26/2012 22:35
Monroe,,triangle,MI,4/27/2012 3:30
Ocala,,rectangle,FL,4/27/2012 19:30
Virginia Beach,ORANGE,fireball,VA,4/27/2012 20:24
Las vegas,RED ORANGE,oval,NV,4/27/2012 20:26
Olyphant,,fireball,PA,4/27/2012 20:45
Conway,,light,AR,4/27/2012 21:00
New York City,,light,NY,4/27/2012 21:00
Tiffin,,flash,OH,4/27/2012 21:00
Greensboro,GREEN,sphere,NC,4/27/2012 21:40
San Jose,ORANGE,light,CA,4/27/2012 22:00
Schaumburg,RED,fireball,IL,4/27/2012 22:30
Williamsville,RED,,NY,4/27/2012 22:30
Royersford,,oval,PA,4/27/2012 23:27
Eagle River,,fireball,AK,4/28/2012 1:00
Surprise,,light,AZ,4/28/2012 8:10
Sarasota,,cigar,FL,4/28/2012 13:37
St. Cloud,RED,light,MN,4/28/2012 19:00
Chandler,,various,AZ,4/28/2012 19:30
Cordova,,cigar,SC,4/28/2012 20:00
Riverside,,triangle,CA,4/28/2012 20:40
Charlotte,,triangle,NC,4/28/2012 21:00
Mount Airy,,light,MD,4/28/2012 21:00
Rancho Cucamonga,,fireball,CA,4/28/2012 21:00
Saint Cloud,,circle,MN,4/28/2012 21:38
Salem,ORANGE,formation,OR,4/28/2012 21:45
Algoma,,,WI,4/28/2012 21:55
Las Cruces,,other,NM,4/28/2012 22:10
Holly,,triangle,MI,4/28/2012 23:00
Newark,,fireball,NJ,4/29/2012 1:00
Jacksonville,ORANGE,disk,FL,4/29/2012 2:00
Tum Tum,,light,WA,4/29/2012 3:00
Saratoga Springs,,formation,UT,4/29/2012 17:00
Cary,,egg,NC,4/29/2012 20:15
Woodstock,,light,NY,4/29/2012 20:30
Birmingham,RED,cross,AL,4/29/2012 21:00
Hopkinton,,sphere,MA,4/29/2012 21:02
Farmington,,sphere,NM,4/29/2012 21:05
Kingwood,,other,TX,4/29/2012 21:22
Orlando,ORANGE,circle,FL,4/29/2012 21:30
Elmsford,ORANGE,fireball,NY,4/29/2012 22:45
Webster,,teardrop,NH,4/29/2012 23:30
Melbourne,ORANGE,light,FL,4/29/2012 23:45
Ipswich,,sphere,MA,4/30/2012 0:00
Centrailia,,oval,KS,4/30/2012 15:00
San Tan Valley,,light,AZ,4/30/2012 20:43
Fresno,GREEN,triangle,CA,4/30/2012 21:00
St. George,RED,circle,UT,4/30/2012 21:30
Surprise,,oval,AZ,4/30/2012 22:15
Dayton,,,MT,5/1/2012 1:30
Sumter,,disk,SC,5/1/2012 4:00
Karnak,,sphere,IL,5/1/2012 12:00
Athens,,triangle,GA,5/1/2012 19:30
McHenry,,light,IL,5/1/2012 20:30
Sandy,,circle,UT,5/1/2012 21:30
Concord,,flash,GA,5/1/2012 22:00
Huntersville,RED ORANGE YELLOW,rectangle,NC,5/1/2012 23:20
Bolivar,,light,MO,5/2/2012 2:51
North Phoenix,,sphere,AZ,5/2/2012 8:20
Brownfield,,triangle,TX,5/2/2012 11:10
North Phoenix,,sphere,AZ,5/2/2012 20:20
Columbia,,light,MO,5/2/2012 20:30
Pocahontas,,teardrop,AR,5/2/2012 21:30
Marble Hill,,circle,MO,5/2/2012 23:00
Columbia Falls,ORANGE,,MT,5/2/2012 23:30
Carrboro,,circle,NC,5/2/2012 23:35
Bristol,,cylinder,PA,5/3/2012 0:30
Saint Joseph,,rectangle,MI,5/3/2012 3:30
Las Vegas,,fireball,NV,5/3/2012 16:00
Lakeview,ORANGE,other,OR,5/3/2012 20:00
Brownwood,,fireball,TX,5/3/2012 21:00
Everett,ORANGE,triangle,WA,5/3/2012 21:00
Oxford,,fireball,AL,5/3/2012 21:00
Boardman,ORANGE,fireball,OH,5/3/2012 21:08
Mesquite,,triangle,NV,5/3/2012 21:45
Kernersville,,light,NC,5/3/2012 22:15
Mexico,YELLOW,sphere,NY,5/4/2012 0:00
Jamestown,RED,oval,NC,5/4/2012 0:38
Bernardsville,,,NJ,5/4/2012 9:00
Centre,,cylinder,AL,5/4/2012 15:00
East Peoria,,other,IL,5/4/2012 20:30
Sanford,,circle,FL,5/4/2012 20:30
Bernardsville,,,NJ,5/4/2012 20:45
Porterville,,,CA,5/4/2012 21:47
Santa Fe,ORANGE,circle,TX,5/4/2012 22:25
Cedar Falls,RED YELLOW,sphere,IA,5/4/2012 22:35
Orem,,circle,UT,5/4/2012 22:35
South San Francisco,,light,CA,5/4/2012 23:28
Gladstone,,circle,OR,5/5/2012 0:00
Plainview,,fireball,NY,5/5/2012 0:00
Greenwood,,other,AR,5/5/2012 5:00
Alcalde,,,NM,5/5/2012 9:40
Weybridge,,sphere,VT,5/5/2012 10:17
Eunice,,oval,LA,5/5/2012 19:30
Berkeley,RED,oval,CA,5/5/2012 19:45
Tucson,,fireball,AZ,5/5/2012 20:20
Colorado Springs,,other,CO,5/5/2012 20:45
Gilbert,,triangle,AZ,5/5/2012 20:50
Natrona Heights,,sphere,PA,5/5/2012 21:00
Oneida,,circle,TN,5/5/2012 21:00
Torrance,,triangle,CA,5/5/2012 21:00
Rancho Bernardo,,sphere,CA,5/5/2012 21:15
Hamburg,GREEN,light,NY,5/5/2012 21:30
Newport,,circle,ME,5/5/2012 21:30
Boise,ORANGE YELLOW,sphere,ID,5/5/2012 22:00
Hampton,,fireball,GA,5/5/2012 22:00
Hampton,,fireball,GA,5/5/2012 22:00
Orlando,ORANGE,oval,FL,5/5/2012 22:00
Cumming,,flash,GA,5/5/2012 22:20
Cheektowaga,,circle,NY,5/5/2012 23:00
Granada Hills,,oval,CA,5/5/2012 23:00
Hedgesville,ORANGE,other,WV,5/5/2012 23:00
Marshall,,disk,NC,5/5/2012 23:00
Tucson,,various,AZ,5/5/2012 23:30
Venice Beach,ORANGE,sphere,CA,5/5/2012 23:30
Marina Del Rey,,light,CA,5/5/2012 23:35
Plymouth,RED YELLOW,circle,IN,5/6/2012 1:00
Brattleboro,,,VT,5/6/2012 12:45
Torrance,,,CA,5/6/2012 14:00
Vinton,,triangle,IA,5/6/2012 15:30
Oak Lawn,,,IL,5/6/2012 19:55
El Dorado Hills,,light,CA,5/6/2012 20:55
Apopka,ORANGE,fireball,FL,5/6/2012 21:00
Berkeley,,diamond,CA,5/6/2012 21:00
Sparks,RED,light,NV,5/6/2012 21:25
Danville,GREEN BLUE,,VA,5/6/2012 21:35
Morganville,,cigar,NJ,5/6/2012 22:00
Rock Stream,,sphere,NY,5/6/2012 22:00
Saint Anne,BLUE,oval,IL,5/6/2012 22:00
Westville,RED,circle,IL,5/6/2012 22:34
Paducah,,light,KY,5/6/2012 22:56
Waterbury,,disk,CT,5/6/2012 23:39
Chatham,BLUE,disk,IL,5/6/2012 23:55
Lakeland,,sphere,FL,5/7/2012 0:30
Las Vegas,,oval,NV,5/7/2012 1:50
Portland,,egg,OR,5/7/2012 20:35
Cary,,other,NC,5/7/2012 21:00
Shreveport,,light,LA,5/7/2012 21:00
Ventura,,formation,CA,5/7/2012 21:17
Delaware,,circle,OH,5/7/2012 21:30
Hoodsport,,formation,WA,5/7/2012 22:00
Milwaukee,,diamond,WI,5/7/2012 22:40
Auburn,,light,WA,5/8/2012 0:31
Springfield,,fireball,OR,5/8/2012 1:30
Hanover,ORANGE,sphere,PA,5/8/2012 5:00
St. Cloud,,triangle,MN,5/8/2012 5:00
Phoenix,,sphere,AZ,5/8/2012 13:50
Clovis,RED,light,CA,5/8/2012 20:30
West Point,,light,UT,5/8/2012 20:30
Carolina Beach,,fireball,NC,5/8/2012 20:50
Alameda,ORANGE,fireball,CA,5/8/2012 21:15
Sarasota,,light,FL,5/8/2012 21:15
Oak Lawn,,light,IL,5/8/2012 22:15
Clear Lake,,cone,IA,5/8/2012 22:30
Fort Worth,,disk,TX,5/8/2012 23:00
Elk River,,cross,MN,5/9/2012 14:00
Robbinsdale,,fireball,MN,5/9/2012 20:15
Sour lake,,light,TX,5/9/2012 22:18
Austell,BLUE,teardrop,GA,5/10/2012 3:00
Miami,ORANGE,fireball,FL,5/10/2012 10:51
Reno,,,NV,5/10/2012 15:00
Orlando,BLUE,circle,FL,5/10/2012 16:00
Atlanta,,cylinder,GA,5/10/2012 18:30
Cambridge,,,MA,5/10/2012 21:00
Berberton,,oval,OH,5/10/2012 22:00
Bozeman,,light,MT,5/10/2012 22:30
Wooster,,sphere,OH,5/10/2012 22:30
Riverton,,,UT,5/10/2012 23:15
Riverton,,,UT,5/10/2012 23:15
Lumberton,,triangle,NC,5/11/2012 5:10
Real County,,triangle,TX,5/11/2012 7:30
Pacheco Pass,,rectangle,CA,5/11/2012 7:45
Los Banos,,light,CA,5/11/2012 7:52
Los Banos,,circle,CA,5/11/2012 8:00
Salt Lick,,cigar,KY,5/11/2012 14:00
Mechanicsburg,,sphere,PA,5/11/2012 16:00
Chazy,,egg,NY,5/11/2012 17:00
Pacheco Pass,,,CA,5/11/2012 19:30
Knoxville,,formation,TN,5/11/2012 20:20
San Jose,,various,CA,5/11/2012 20:30
Cleveland,,oval,OH,5/11/2012 20:35
Brainerd,,fireball,MN,5/11/2012 21:00
Columbia,ORANGE,circle,MD,5/11/2012 21:00
Oak City,RED,sphere,NC,5/11/2012 21:30
Ambridge,,light,PA,5/11/2012 22:00
Knoxville,,,TN,5/11/2012 22:00
Knoxville,,,TN,5/11/2012 22:00
Peach Springs,RED,,AZ,5/11/2012 22:00
Williamstown,,,MA,5/11/2012 22:15
Saint Paul,,,MN,5/11/2012 23:00
Bemidji,,fireball,MN,5/12/2012 1:00
Kingston,,light,RI,5/12/2012 1:30
Devine,,disk,TX,5/12/2012 8:00
Vienna,,,VA,5/12/2012 8:03
Raynham,,sphere,MA,5/12/2012 9:44
Riverside,RED ORANGE,circle,RI,5/12/2012 11:00
Cleveland,,oval,OH,5/12/2012 12:01
Cerritos,,cigar,CA,5/12/2012 13:00
Blaine,RED,formation,MN,5/12/2012 20:00
Indianapolis,RED,light,IN,5/12/2012 20:00
Caledonia,ORANGE,diamond,WI,5/12/2012 20:30
Yorktown Heights,ORANGE,circle,NY,5/12/2012 21:00
Battle Ground,,oval,WA,5/12/2012 21:03
Missoula,,sphere,MT,5/12/2012 21:10
Tustin,,light,CA,5/12/2012 21:10
North Sioux City,,fireball,SD,5/12/2012 21:15
Eden Prairie,RED,circle,MN,5/12/2012 21:30
Highland Village,ORANGE,circle,TX,5/12/2012 21:30
Lebanon,YELLOW,formation,PA,5/12/2012 21:30
New Britain,ORANGE,sphere,CT,5/12/2012 21:30
Pearland,RED ORANGE YELLOW,circle,TX,5/12/2012 21:30
Pass Christian,RED,light,MS,5/12/2012 21:36
Sioux Falls,,other,SD,5/12/2012 21:50
Bay Minette,ORANGE,circle,AL,5/12/2012 22:00
Edmond,GREEN,oval,OK,5/12/2012 22:00
Sioux Falls,BLUE,circle,SD,5/12/2012 22:03
Garden City,,sphere,NY,5/12/2012 22:15
Hastings,RED,,MI,5/12/2012 22:30
Edmond,GREEN,light,OK,5/12/2012 22:40
Broken Arrow,ORANGE,circle,OK,5/12/2012 22:50
Chatham,,fireball,NJ,5/12/2012 23:00
San Diego,,various,CA,5/12/2012 23:00
Vienna,RED ORANGE YELLOW,light,IL,5/12/2012 23:42
Williams,,triangle,AZ,5/13/2012 1:00
Pisgah Forest,,,NC,5/13/2012 2:30
Olympic National Park,,oval,WA,5/13/2012 8:00
Cleveland,,triangle,OH,5/13/2012 15:00
Las Vegas,,cone,NV,5/13/2012 16:00
Bath,ORANGE,,ME,5/13/2012 16:30
Wilmette,,light,IL,5/13/2012 20:30
Diamond,,fireball,IL,5/13/2012 20:45
Chicago,RED,,IL,5/13/2012 20:50
Mechanicville,,circle,NY,5/13/2012 21:00
Conway,RED,,AR,5/13/2012 21:13
Belleville,,various,WI,5/13/2012 21:30
Eugene,,light,OR,5/13/2012 21:30
San Jose,,fireball,CA,5/13/2012 21:45
Waukee,RED GREEN BLUE,,IA,5/13/2012 21:45
Des Moines,ORANGE,light,IA,5/13/2012 21:50
Redding,,circle,CA,5/13/2012 22:15
Everett,,light,WA,5/13/2012 22:25
Bozeman,,sphere,MT,5/13/2012 22:45
Seattle,,light,WA,5/13/2012 23:00
Louisville,,disk,KY,5/14/2012 0:45
Lansing,BLUE,light,MI,5/14/2012 1:00
New Town,,formation,ND,5/14/2012 12:00
Franklin,,flash,NC,5/14/2012 18:30
Portland,ORANGE,light,OR,5/14/2012 21:35
Missoula,,light,MT,5/14/2012 23:00
Ranchos de Taos,,teardrop,NM,5/14/2012 23:00
Schulenburg,,,TX,5/14/2012 23:55
Dyer,,sphere,IN,5/15/2012 0:00
Glendale,RED,fireball,CA,5/15/2012 0:00
"wailea, mckenna, Maui, HI",,diamond,HI,5/15/2012 1:30
Wethersfield,,fireball,CT,5/15/2012 2:56
Hemet,,,CA,5/15/2012 3:15
Tulsa,GREEN BLUE,circle,OK,5/15/2012 8:30
Siesta Key,,fireball,FL,5/15/2012 9:50
Cass Lake,GREEN,,MN,5/15/2012 11:00
Oakhurst,,flash,NJ,5/15/2012 20:00
Lawrenceville,,circle,IL,5/15/2012 20:35
Downingtown,RED ORANGE,oval,PA,5/15/2012 20:45
Oak Hill,,chevron,WV,5/15/2012 21:00
Burns,ORANGE,light,OR,5/15/2012 22:00
Glendale,,fireball,CA,5/15/2012 22:40
Avon,,sphere,NC,5/15/2012 23:00
Tampa,ORANGE,circle,FL,5/15/2012 23:00
Lozeau,,triangle,MT,5/16/2012 0:00
Cambridge City,RED GREEN,,IN,5/16/2012 5:45
San Antonio,,cigar,TX,5/16/2012 10:45
Watertown,,,SD,5/16/2012 11:15
MIshawaka,,sphere,IN,5/16/2012 12:20
Springfield,ORANGE,oval,MO,5/16/2012 16:45
Hawthorne,,oval,CA,5/16/2012 20:15
Springfield,,light,MO,5/16/2012 22:00
Woodbine,ORANGE,sphere,GA,5/16/2012 22:00
Ventura,,triangle,CA,5/16/2012 23:15
Bonners Ferry,BLUE,flash,ID,5/17/2012 1:00
Lakeville,,circle,MN,5/17/2012 21:00
Plum,,cone,PA,5/17/2012 21:20
no data,,circle,SD,5/17/2012 21:30
Issaquah,BLUE,flash,WA,5/17/2012 21:48
China Grove,,other,NC,5/17/2012 22:00
Harper Woods,ORANGE,,MI,5/17/2012 22:00
La Crosse,,,WI,5/17/2012 22:30
O'neil,YELLOW,light,NE,5/17/2012 22:30
Mastic Beach,,sphere,NY,5/17/2012 23:23
Bayshore,,disk,NY,5/18/2012 0:00
Potomac,RED YELLOW,light,MD,5/18/2012 0:00
Johnson City,RED,circle,TN,5/18/2012 0:05
Newton,ORANGE,light,MA,5/18/2012 10:15
Fort Collins,,sphere,CO,5/18/2012 14:30
Davis,ORANGE,circle,CA,5/18/2012 17:30
Fayetteville,,egg,AR,5/18/2012 17:30
Kernersville,,cigar,NC,5/18/2012 20:00
League City,ORANGE,fireball,TX,5/18/2012 21:00
Rockford,,disk,IL,5/18/2012 21:30
Worthington,RED,cone,OH,5/18/2012 22:00
Goodrich,ORANGE,light,MI,5/18/2012 22:15
Washington,,sphere,MI,5/18/2012 22:15
West Bloomfield,,light,MI,5/18/2012 22:30
Eskdale,,,WV,5/18/2012 23:00
Elyria,RED,fireball,OH,5/19/2012 2:00
Marlton,ORANGE,sphere,NJ,5/19/2012 2:00
Seabeck,,triangle,WA,5/19/2012 3:00
Orlando,,light,FL,5/19/2012 4:55
Sumter,,disk,SC,5/19/2012 9:00
Montgomery,,flash,AL,5/19/2012 16:40
Lake Elsinore,,various,CA,5/19/2012 20:15
Anchorage,,triangle,AK,5/19/2012 20:30
St. Peters,ORANGE,circle,MO,5/19/2012 20:58
Edna,,other,TX,5/19/2012 21:00
Exton,ORANGE,light,PA,5/19/2012 21:00
Grayson,,various,GA,5/19/2012 21:00
Gulfport,,light,MS,5/19/2012 21:00
Lawrenceville,ORANGE,other,GA,5/19/2012 21:00
Tulsa,ORANGE,circle,OK,5/19/2012 21:00
Elk Grove Village,ORANGE,fireball,IL,5/19/2012 21:10
Minneapolis,,circle,MN,5/19/2012 21:10
Chicago,RED YELLOW,other,IL,5/19/2012 21:15
Minneapolis,RED,triangle,MN,5/19/2012 21:15
